CustomerID,CreditScore,TransactionAmount,AccountBalance,TransactionType,TransactionTimestamp,PortfolioRiskScore,NumPreviousDefaults,CustomerIncome,InvestmentRatio,Class
8a773e3c-e010-4800-b0b7-8da7260fee0d,609,5592.81,29532.59,0,2025-02-14 04:54:36.139842,88.63,0,85483.32,0.19,1
dcb3fd05-8bdc-46c6-b439-749d43fdb029,525,8262.95,34386.51,0,2025-01-17 20:01:21.124025,63.33,0,62017.91,0.23,1
46e989a4-ec09-47c0-9077-36bf9e56f079,554,8376.02,11973.74,0,2025-03-19 12:58:03.433870,79.13,5,34735.28,0.41,1
422d2d42-3f6d-47bf-9b82-d11facb7a289,667,9012.75,37629.75,0,2025-01-20 06:42:06.967609,52.49,4,87886.24,0.3,1
7a2f87c6-4123-463f-87e8-5fd97fc45565,636,3649.18,28371.91,1,2025-01-05 21:06:51.124040,89.07,5,184035.38,0.48,0
5db1d01f-9ece-4c14-99ae-3c99d0c25c85,656,1453.22,30325.11,1,2025-03-10 21:12:24.160868,51.19,5,160515.64,0.19,0
1f753591-0676-486a-88b6-b71d1cdadb05,744,3059.2,32775.81,1,2025-03-19 22:29:23.511736,9.08,2,170735.94,0.43,0
40636022-c49e-4701-8773-067d1ac82101,444,4042.79,28201.63,1,2025-02-20 18:11:25.315812,53.94,2,73027.64,0.36,1
9faf3856-eae2-49ad-95c9-247d6ccc65cf,385,8678.36,18687.65,0,2025-03-23 00:00:15.496451,53.38,1,103764.11,0.49,1
db1c918c-b867-436b-ba66-8dda93a342fd,462,6354.05,17962.27,1,2025-03-25 02:18:24.403547,46.14,3,77061.89,0.42,1
31c7ed9c-dd76-4fc1-ab96-019deab361f2,481,7946.81,34015.73,1,2025-02-15 13:59:00.335494,39.74,5,160754.44,0.11,1
7921612f-3990-4db2-9692-a191a3aacc73,609,9394.67,14338.1,1,2025-03-11 08:47:23.658184,11.24,5,180700.97,0.45,1
4af91f78-9232-442e-a04d-e4ae49ba844f,775,2814.74,40374.48,0,2025-02-15 02:54:36.684778,1.6,3,154388.16,0.15,0
3bb631f2-884d-4e76-8227-5fc81165c9ce,775,1179.7,33920.42,0,2025-02-17 09:51:08.312894,64.07,3,136466.94,0.4,0
da0046e0-85a2-42ff-b905-dfcc31b3ad43,685,803.74,13602.76,1,2025-01-04 15:31:16.430993,91.2,4,162459.23,0.4,0
2316cb12-b8db-47a2-b087-74e7475386e0,639,9866.89,37823.95,0,2025-01-11 23:12:59.937307,92.74,1,135363.77,0.25,1
e94e4d1c-7280-4952-88c9-e3bf8024f679,732,7840.54,14226.34,1,2025-01-15 12:50:01.566536,50.12,1,106808.9,0.48,1
1ed6459b-a3e9-400b-a092-85df718f18da,616,2659.21,11720.46,0,2025-03-12 16:03:10.239467,3.64,3,48315.99,0.43,0
a42e1430-d7e5-447f-9ca1-7ef8e416bda3,549,791.3,40690.7,0,2025-02-15 15:37:08.852783,74.31,2,41407.72,0.27,0
071bdf2c-d62c-4514-8654-70d067f46ff3,774,5757.0,26286.13,1,2025-01-17 21:01:23.456907,95.03,4,187731.01,0.35,1
bccc1cdf-842f-4b7b-8362-36db8b268423,403,271.67,28069.58,0,2025-02-28 16:58:52.617693,29.78,0,94921.94,0.2,0
c3b5bc2a-7d04-4363-85fe-4f1c0d80b8dc,723,9711.24,42378.45,1,2025-03-10 12:10:58.582394,58.48,0,151057.92,0.27,1
c9a1a35e-292b-4b5c-ab9f-34b6d89e6ece,447,8246.32,13634.08,1,2025-02-06 18:40:04.584179,91.88,3,28304.21,0.19,1
2119ebd7-f54a-4ee2-8bea-9f3e3555b44b,508,7671.45,17092.42,0,2025-01-11 14:44:08.665417,61.61,0,188551.25,0.46,1
40accae6-1193-446c-bb02-3062ab9def56,737,5166.92,3377.09,1,2025-03-15 15:50:44.617303,76.46,2,190274.7,0.44,1
861c2a3a-c347-45ce-bb68-a39ebe6a9476,336,7021.44,23022.64,0,2025-01-19 17:50:00.355113,19.91,2,53751.73,0.05,1
9944f51c-96de-486f-a0b7-cf8c87523721,565,3034.55,16079.45,0,2025-03-18 15:47:11.585280,93.76,1,117226.32,0.48,0
49770346-876d-4c57-ad36-3f8c5a9f7de9,724,8382.03,39237.57,1,2025-01-02 01:16:14.202700,34.95,2,167775.94,0.13,1
8f9da5c9-6b8f-4f06-b27e-3ad4aa16e865,704,6222.6,27866.49,1,2025-03-01 08:54:45.705157,69.96,3,137574.26,0.16,1
c850c676-e731-4baf-856c-143d24189268,760,7836.77,16680.66,1,2025-03-25 08:33:06.073559,80.96,4,144162.91,0.32,1
34b61248-22dd-44f3-8e6d-7ad727635ed9,551,9116.5,45270.36,1,2025-03-22 05:19:25.795531,89.93,5,45056.63,0.33,1
81cbb0ea-5ea0-41ee-b333-14f40208a205,357,1499.75,26156.76,0,2025-01-22 09:09:19.679679,23.98,3,85969.64,0.42,1
43911090-c63d-4fd0-a9ab-e12dd27bdd61,719,7123.23,18426.02,1,2025-01-10 04:28:27.817949,62.62,1,158102.79,0.26,1
4034585a-3d54-41ad-898b-1827bc3525ca,398,6364.91,37425.82,1,2025-01-14 20:03:45.695078,22.12,1,150268.83,0.35,1
21e534a0-c1c4-40ca-9bb5-7ad8c97c9ecd,564,9350.77,29084.34,0,2025-02-20 07:45:35.508611,30.1,4,182067.54,0.24,1
432145fc-32ad-4555-8c25-628f212c20e7,344,6384.77,23976.38,0,2025-01-11 18:54:42.637216,85.12,4,77811.57,0.49,1
d6a9bb9c-79b7-4ca4-bb15-707e5d498328,465,9515.64,36927.78,0,2025-01-05 08:28:04.407104,45.07,1,60736.49,0.21,1
b81ac5a2-3608-4729-9886-2cce29c8a06b,567,989.59,33414.93,0,2025-02-03 21:28:53.040022,75.57,4,36403.57,0.34,0
9eab805c-040e-42cc-8bd3-69c3c0e3a168,807,2517.3,41465.93,1,2025-03-18 17:43:02.118291,37.9,1,163816.94,0.33,0
b030d021-0923-4b17-923c-3a5121068452,571,3944.72,11681.58,1,2025-02-22 03:28:39.389000,5.67,2,167157.14,0.25,0
61fd7b5a-21e9-41b9-8b4a-02be502f8552,494,3566.65,24640.84,1,2025-01-27 15:53:44.997276,3.54,1,191870.42,0.47,1
6547eac5-a3f2-481b-9218-f6352793cdb4,462,9937.06,43321.78,0,2025-02-25 11:28:42.357920,80.67,2,196128.86,0.49,1
9f4d1912-be4c-42ef-a3ba-6495f673fa20,374,8311.62,29748.12,0,2025-02-12 14:22:37.837156,28.74,3,70618.62,0.29,1
3b4b3b27-1415-429a-9d8a-79022060b351,605,6328.02,8760.25,1,2025-03-11 10:20:52.669769,83.11,2,150694.63,0.17,1
3c2969c7-43e0-4b1c-9278-b05514b8fe2e,754,5405.94,37337.39,0,2025-03-11 03:55:10.888329,57.68,3,122712.46,0.33,1
f0877f64-f0e4-40bc-a7f6-fb7981bf05f3,669,6927.15,19157.26,1,2025-02-02 23:43:06.361993,62.48,3,89251.39,0.14,1
9bdc7f4f-8f79-4dbb-87fa-7253f3828291,457,2848.03,16974.53,0,2025-01-24 14:53:57.228963,0.29,2,32953.26,0.17,1
3a0c4582-b5c0-4433-b37f-106da08566f4,402,5317.79,41218.32,1,2025-03-10 21:48:05.011517,52.54,0,93556.36,0.24,1
7186c51f-c20e-456d-8f24-9768e256dfc1,321,9099.28,33988.38,1,2025-02-18 16:26:17.096999,50.93,4,85524.39,0.32,1
9958e65f-e337-42fd-ada3-d0debe0ab081,399,930.1,29538.41,1,2025-02-09 23:56:33.725145,4.66,4,41168.31,0.37,0
c8099a98-8089-4964-8a78-70f188837964,768,6025.68,40164.3,0,2025-03-23 07:57:17.902052,20.84,4,130565.43,0.31,1
5286102f-3e15-4d41-9016-4b312b85e149,735,6613.5,48171.5,1,2025-03-19 20:26:13.356642,36.03,2,150749.88,0.15,1
0ecdf2c3-1e0e-4847-8a16-6f606ab6ee00,771,9863.79,8607.72,0,2025-02-20 17:56:29.707531,2.14,2,22969.42,0.42,1
77e4554d-61bd-4a86-83c9-de82db2ca977,491,2683.29,7466.52,0,2025-03-26 10:03:20.167044,21.84,2,134632.69,0.16,1
75ecacf9-f698-4cc9-8e2b-ba3806920bc0,833,6618.68,43739.13,0,2025-03-04 20:43:48.838447,55.28,5,33911.58,0.36,1
996f0f68-f00a-4c7f-a21b-5f086ad4d46b,489,8351.39,1688.56,0,2025-02-18 08:49:09.132887,36.85,3,76338.72,0.49,1
1a28a596-224b-45ff-8015-f9d26e5ee448,687,9040.6,15516.49,1,2025-01-19 04:20:52.062378,8.34,0,90504.21,0.19,1
385d240e-7a4b-4984-8e6f-919d67d33a6a,769,8510.17,6029.67,0,2025-01-07 10:15:52.212607,17.89,0,39502.96,0.23,1
99f965d5-8748-43bd-bd54-e4a5852d139d,731,4706.8,1415.74,1,2025-02-12 12:10:19.476292,11.43,0,63385.81,0.26,0
f0e91024-8ab9-47d1-a101-9a5cd07464bb,724,2725.36,724.82,0,2025-03-09 23:07:20.869415,78.23,4,72666.6,0.34,0
363cf415-df93-4c12-8cf3-b50110fea5a9,508,6145.0,33179.5,1,2025-01-02 19:01:33.132857,78.3,0,76516.54,0.07,1
20026d55-28e3-4f2d-88dc-066bec0442af,642,1065.65,7717.78,0,2025-03-09 05:52:00.261269,25.13,1,46553.27,0.21,0
e7332cb4-6826-4231-be9e-9fffe7df8ffa,562,4291.08,41865.9,1,2025-01-12 14:04:05.227111,40.41,4,26399.75,0.4,0
6df0ca95-0b7d-4864-81b3-4ee14624dac9,314,5310.85,42109.28,0,2025-01-16 13:11:36.106926,69.75,1,69587.08,0.24,1
462fe6d6-044a-48fa-82a5-598757c916e1,514,7618.61,36271.75,0,2025-02-24 14:09:34.254493,55.51,2,105676.6,0.2,1
c1e06ecc-9215-48d2-8b6b-27c51f5dfd09,540,8625.04,22868.78,1,2025-03-09 02:12:43.049443,8.91,2,149701.94,0.4,1
ea39f298-5ce4-45ed-8365-3994fe1ba178,374,2176.41,16361.8,1,2025-01-27 06:11:15.631254,98.17,1,56331.21,0.18,1
7dd9f52a-21e8-4c11-b569-a927c9917564,807,6496.47,22223.08,0,2025-01-03 22:41:05.236890,29.53,5,158958.03,0.49,1
98f0da2b-ec02-48b3-aa35-6fb8f370fbad,714,7067.45,38608.72,0,2025-01-25 02:14:02.348430,27.3,1,66394.66,0.48,1
a6425a4d-eb84-469e-ab7c-8d7ff2ca5deb,748,6442.19,2847.9,0,2025-03-23 08:35:22.443935,73.82,3,191891.46,0.06,1
9f030ad3-927f-4725-842c-dd528872ef70,508,2385.49,49018.14,0,2025-03-18 06:12:46.658642,46.48,1,122228.67,0.17,0
f6ac8a9e-377e-4ab5-a2e9-d1c83575c100,477,3775.33,40147.81,1,2025-02-09 12:03:40.884961,42.52,4,20978.95,0.11,1
1f128e04-bea1-4040-b78b-f1efc2967a97,302,6933.59,21606.82,0,2025-01-06 06:56:27.001048,9.72,2,94089.48,0.1,1
49148835-1e93-4105-8d8e-167f955a815d,761,3864.99,25149.15,1,2025-02-25 01:21:56.475663,60.4,1,105773.4,0.43,0
34500d7a-693e-41f7-889c-edc21f09ff0a,513,8268.48,27560.82,1,2025-03-18 04:38:53.893239,42.37,4,146672.15,0.33,1
76a8ffaf-6279-4b90-8377-c97e5ddd8ecb,517,2780.36,1297.98,1,2025-03-12 23:51:56.927057,60.07,4,154083.44,0.42,0
95a886d7-aed7-4168-94c1-a06913c00faf,306,1644.01,35976.08,0,2025-02-08 03:06:32.193081,63.95,4,149317.34,0.47,1
1ff33da6-0532-42d8-a0bf-e86f6c361ed9,510,3271.13,12496.79,1,2025-02-18 15:58:43.885931,39.78,3,22334.6,0.09,0
a1dcd017-ba53-4a46-82f8-23b7229817ad,415,3419.98,24317.95,0,2025-02-14 02:51:05.178640,86.06,3,49952.8,0.33,1
9e27cc52-c215-4948-9bca-53d92f07dd12,376,9492.85,30947.61,0,2025-02-22 06:50:46.287156,73.36,2,150081.25,0.15,1
6a6ef465-7232-4093-9c57-a19cd5f0811c,740,597.06,30884.74,0,2025-02-02 18:02:43.285617,43.34,0,115124.59,0.09,0
ac525319-93b5-42eb-9364-8515165bd5a7,615,8601.7,3686.95,0,2025-01-10 19:55:40.732337,95.17,2,119747.07,0.42,1
a3cca56c-b0aa-4535-874a-6b2778543b60,473,4486.74,39158.92,0,2025-02-08 17:52:41.628591,34.6,2,126925.05,0.14,1
d92e2111-8c9c-451c-b689-4396f994e7d7,426,9916.32,22979.29,1,2025-03-03 08:50:48.575716,33.07,0,67560.04,0.13,1
0dfbf032-7ac9-470a-9e4e-2637507fec93,684,5969.99,41846.57,0,2025-01-26 19:08:01.331086,43.19,2,184661.29,0.11,1
4bcfd157-eab8-4279-9bdc-4c962ad1c13b,849,8625.39,4117.27,0,2025-02-12 02:36:24.167077,70.0,4,154912.93,0.11,1
1bd1e9b8-e6ed-4b6a-b302-457328f2befe,345,2897.68,26532.23,0,2025-02-12 10:55:05.260309,28.92,1,121277.37,0.49,1
18bd5c87-88f4-40b3-ace3-4ba6faf628ee,799,9540.46,44240.02,1,2025-01-16 18:19:41.386553,94.89,5,150819.78,0.05,1
db6767da-29c6-4422-82e6-efc5b91f5d03,598,6610.78,29457.56,0,2025-03-20 09:24:50.733694,89.22,4,98122.14,0.31,1
0a2668f5-d78d-4fe6-ba13-46690423a516,554,4327.62,11854.78,1,2025-01-29 09:34:03.912318,20.78,4,103915.13,0.13,0
77b66782-2e8b-4ec8-8758-361dd687d0ac,808,9963.36,24471.36,0,2025-02-11 17:09:37.560947,90.24,0,112771.55,0.48,1
2c7a1a46-5f6c-4a42-bf84-ab56ece43eae,519,7629.04,44956.65,0,2025-02-01 04:35:58.870491,16.98,3,148788.54,0.41,1
320e0ca1-ad07-43c7-bf10-8a18db549223,623,5336.01,5074.75,1,2025-01-27 20:48:52.678458,21.2,0,92448.25,0.07,1
7eb7a88b-6e77-4828-a58c-ccf155ab35b9,307,7077.8,15185.29,0,2025-03-16 03:13:42.341911,7.74,1,121334.04,0.42,1
992a6bab-6e81-4390-9a2d-552d56abd6f6,758,3374.39,22296.46,1,2025-02-17 12:41:06.119796,99.92,5,116406.51,0.21,0
5ceade8c-77d7-451a-9b7c-9849d50fe02c,354,4205.32,27967.82,1,2025-03-23 06:22:11.671609,81.34,4,73604.37,0.09,1
1410947c-acce-4ff9-823d-db327b38a234,756,3620.62,27522.59,0,2025-03-11 15:07:23.867508,42.53,4,71562.6,0.44,0
75a291dd-6926-40ff-b612-ca1da34a2eec,361,4436.37,17244.99,1,2025-03-01 05:16:59.165647,63.88,4,23188.72,0.06,1
c7de3933-867f-4ac0-ad2a-6de879b0c5a0,769,9522.69,30283.24,0,2025-02-20 05:10:56.073046,30.87,3,102120.76,0.48,1
647a8645-5201-4c5b-89f4-692c72cc02f4,507,1098.18,34859.32,0,2025-03-27 00:54:18.976298,8.35,2,154685.25,0.36,0
ceb0829c-7ee1-41d9-97d9-ab7353df6c4c,543,2085.81,16107.77,1,2025-02-23 20:32:19.626626,72.33,5,82169.48,0.26,0
79819e94-af1f-4e33-8eeb-b3640d439880,588,6806.64,39534.24,1,2025-01-16 19:55:52.055331,17.18,0,115513.28,0.46,1
92ca9cf7-e611-4e1f-9464-852afc412006,793,736.53,25887.76,1,2025-02-15 06:30:37.328183,62.77,5,49069.22,0.38,0
f95bba3c-acfb-4e80-9958-09e96394a765,641,1424.4,5507.76,1,2025-01-31 20:21:36.863508,86.92,0,72618.28,0.26,0
78dc7e86-2fa8-45ec-b8d5-ade3bb795a9f,376,2729.73,24099.31,1,2025-01-04 06:38:49.470652,56.52,4,67189.11,0.08,1
158dd026-8522-4640-b132-0e7fd49ca41a,531,5731.79,7271.5,1,2025-01-01 01:20:33.992193,34.5,4,154205.63,0.14,1
9ed57baf-e9e3-4fe0-974c-4881ebfeee1b,502,4463.34,30035.06,1,2025-01-03 18:25:39.427079,49.45,4,175568.04,0.43,0
539963ca-48e9-4a0a-aa11-c3c98568a0c5,404,9938.81,42362.21,0,2025-03-28 06:27:28.123656,73.7,2,169723.24,0.49,1
a692282e-0ba7-421c-909c-6c2fb6053340,318,4170.31,49528.61,1,2025-02-19 12:39:14.985036,2.13,4,183794.76,0.28,1
d111f297-de8f-4aa6-9cda-4c4f36c0d53b,771,4075.9,42990.83,0,2025-02-23 10:52:38.539746,27.75,0,59354.83,0.47,0
18429cf3-bc36-4ba2-834d-7e00107cee8a,577,4846.11,21233.52,1,2025-01-23 11:01:45.398937,75.74,0,183252.48,0.21,0
214a898b-586e-4dbf-ab2d-eef952081f47,421,3087.94,42930.96,1,2025-01-28 18:51:28.732216,54.45,1,61647.56,0.43,1
6a9b8cae-b0b7-4b94-a6d2-76c613293268,402,7893.6,21205.9,0,2025-01-28 07:11:06.763128,77.94,2,175335.7,0.39,1
ad26b3d9-c7c9-45db-9894-1712ebb4e22f,677,9234.56,26531.52,1,2025-02-28 21:01:36.415642,79.44,0,113345.74,0.28,1
a7bc817a-0545-4e13-b544-b38bbc1b1eaa,785,3107.98,33642.57,0,2025-02-14 21:41:51.505160,46.63,2,117407.65,0.16,0
308eeed6-1220-48a1-9930-f4fa3fd46da6,513,9960.38,27935.92,0,2025-03-24 23:51:19.475752,34.91,0,40962.78,0.31,1
e5a2aa91-9144-4e1b-992d-570109c9da65,604,1491.65,15944.55,0,2025-03-19 16:24:52.650119,65.43,2,114693.16,0.39,0
89f9437a-ee2b-4a1e-b28f-e755ec5bb1dd,687,528.43,10982.82,1,2025-01-09 01:11:23.639863,26.65,5,170986.03,0.25,0
d4becbe5-9376-4a13-842e-a11f08cc253c,685,6968.25,15956.76,0,2025-01-25 05:02:34.919232,99.57,5,30228.16,0.18,1
1840928d-160c-49a5-8ac0-983585cc1d5c,704,6498.55,32749.63,1,2025-02-25 15:02:55.550631,45.74,2,54997.48,0.09,1
5ae18410-33aa-4b12-9939-ec6186a00f92,620,3366.01,27292.83,0,2025-03-13 08:57:27.448278,2.9,3,92101.15,0.36,0
b4e0a3f7-ee03-4104-9446-1312e891bb64,484,1897.87,49475.9,0,2025-02-12 11:54:21.457319,27.88,5,164845.65,0.46,1
2bef7af2-3232-4d9d-b842-f6ebfd30f600,575,1738.78,49789.3,0,2025-01-05 12:43:04.386352,72.0,5,159857.58,0.17,0
66067bf1-8680-45f1-93eb-f1a277ff0e7c,641,194.8,23201.97,0,2025-03-17 21:40:08.584167,84.71,2,32962.44,0.18,0
91b965e1-a786-465b-96cb-c31282634aea,755,8244.39,11909.96,1,2025-03-15 21:08:34.435445,47.7,1,60567.84,0.31,1
b2221808-5bbb-4eac-92b3-8dfa5049be34,658,1458.54,49195.7,1,2025-02-21 09:04:06.733128,86.76,0,87216.73,0.12,0
ee237c47-19d2-426c-9f96-14bd77b771f9,755,870.91,28882.65,1,2025-03-09 06:23:37.819801,96.27,5,52715.97,0.4,0
14a26d11-76be-425b-89bc-ddb286e29bfe,347,3051.52,16440.31,1,2025-03-25 17:24:38.034695,82.17,1,123870.09,0.23,1
bad894af-646c-4a1b-b1da-5118cb2322d2,780,6805.82,44089.5,1,2025-01-02 11:03:50.204946,60.8,5,127519.41,0.42,1
2233f9d6-a6c4-453e-8812-18d2331b87d3,745,4569.79,5710.64,0,2025-02-18 23:41:20.800128,19.03,2,161723.02,0.39,0
a46f97b5-948d-4de7-bd49-e071c8db2c7a,463,6343.79,41105.34,0,2025-01-16 12:58:42.957774,7.07,4,77460.92,0.1,1
ccf96b8c-aed0-40df-a45d-882d6cbfd49d,614,6934.51,1329.0,0,2025-02-09 07:01:50.209255,64.95,0,122757.25,0.27,1
9abf34b1-5e8d-40d5-a6e7-3a3b17c24db3,438,3424.98,20793.92,0,2025-01-20 18:18:51.661248,55.39,0,195307.05,0.47,1
d49f2601-0625-4fc7-bc80-0b77ba1c2e6b,446,1097.65,3281.82,0,2025-01-24 03:24:34.551846,20.55,0,136286.37,0.2,1
a1d96bc7-a6d0-4e3e-aba3-19004a103c9f,625,6520.11,32244.1,0,2025-03-21 10:11:27.234964,82.6,0,147595.26,0.26,1
1e7a0851-b6d3-4d4d-9e07-2f94df92a528,524,3824.15,29891.92,0,2025-03-06 23:20:28.795708,87.39,0,196131.94,0.4,0
43d35e75-ae1b-4e78-ac36-92bdc21ce246,514,8666.18,9861.78,1,2025-03-23 10:34:53.433514,3.8,0,123277.4,0.26,1
c8a54166-da2f-483b-b922-b0a600aac719,692,2948.7,6923.92,0,2025-02-16 00:05:47.536839,79.95,0,34588.65,0.48,0
278364f0-1f6c-4cc7-b6e0-c20dee041e5e,406,7492.38,10624.92,1,2025-02-16 08:04:39.265507,28.23,2,102977.38,0.27,1
3f80fb2d-aa0c-4ded-9306-104a9f07b315,446,8459.71,24836.21,0,2025-01-01 15:09:28.103741,3.09,3,180215.3,0.3,1
d9ec695a-806e-478c-9e5a-21297c0fc9e4,421,5409.65,11754.4,0,2025-01-16 01:17:22.919046,53.4,4,85968.29,0.32,1
5da8ebe4-8cd5-4b8d-8f3a-66acda6fe8da,536,9254.05,15228.66,1,2025-03-21 06:12:35.467707,49.7,0,107803.97,0.39,1
6de434ba-bfc3-4473-8d76-757cee64b55d,493,7385.38,1515.44,0,2025-03-14 18:04:43.951656,56.58,4,90940.11,0.06,1
4b0b58cb-11be-467c-b574-c33aa7531108,419,1522.84,45567.75,1,2025-01-12 08:32:03.576505,30.41,3,180603.2,0.21,1
5ecc0226-4322-4400-8e65-e22035f79c50,614,4469.11,34966.76,1,2025-01-17 12:45:41.850887,78.01,3,101735.22,0.41,0
41171ca7-1cbf-4cc9-a14e-fc9923419404,821,4110.16,250.88,0,2025-02-15 10:09:51.405008,50.36,1,95304.58,0.31,0
419a7226-e91e-44ed-ab86-e1aa31875694,715,806.86,35078.97,1,2025-01-23 13:56:24.986340,8.88,5,40536.43,0.13,0
1bc6a508-1286-4081-a0c8-5b38371284c4,609,658.16,30183.79,1,2025-01-12 01:03:43.901958,17.54,4,144714.47,0.16,0
efa995b5-056f-499e-884a-2f0693a6cdd6,302,995.82,44413.31,0,2025-01-20 00:35:59.301869,22.51,1,96250.58,0.35,0
a849213a-9a17-42f7-ac1f-a7a16b5796a5,559,2367.99,36781.73,0,2025-01-22 20:19:11.508383,94.44,1,48976.42,0.09,0
03453362-68cc-49ae-88bf-2eada401c3ad,719,1425.72,23357.87,0,2025-03-06 23:19:57.552304,47.11,0,112189.91,0.12,0
71b7d22e-062a-4cda-8adc-d7b651427af7,741,7424.71,38261.59,0,2025-03-11 07:10:04.443497,81.6,5,25097.53,0.07,1
4398d17c-1e1f-4b64-a00c-017f6fdee73d,708,6710.16,42570.38,1,2025-01-21 17:49:19.929710,32.21,1,190877.74,0.11,1
55ce37bd-7b0a-4c73-9182-c4184a267864,519,9312.36,30863.87,0,2025-01-21 13:27:36.974457,31.4,1,165242.72,0.16,1
20134905-ddf0-4448-8ad4-e0953d5046e9,841,153.15,13291.18,0,2025-01-21 11:55:17.973503,86.64,1,37148.35,0.48,0
64089a46-0ad4-453f-8c9f-cf9870845804,678,4376.73,17703.47,0,2025-01-16 12:49:04.064450,89.42,3,46892.47,0.39,0
c67f89a0-8873-4d27-befa-f79295093fad,604,1082.33,5958.5,0,2025-01-03 09:04:55.951292,8.09,3,156063.09,0.48,0
18eab854-8d0a-4bcc-a6c2-bca24e1a6a3b,482,2720.99,49613.97,1,2025-01-29 02:42:39.078525,17.22,3,80274.91,0.46,1
6d476fc8-4d47-49b8-8f38-680849fa4008,796,2671.14,31183.46,0,2025-03-13 21:45:37.476294,12.1,1,24332.17,0.42,0
04f2a002-fc16-4cda-bf1c-2d74d63d3c82,763,5792.25,11333.32,1,2025-01-26 15:15:04.870602,98.8,2,160031.54,0.17,1
464be358-4bde-4670-a53b-c2e062889c3b,661,6495.68,31467.47,1,2025-03-29 07:49:18.883196,62.98,2,98262.31,0.47,1
b2615e67-dda1-411d-b9f7-096eb3a2e47a,537,3720.45,30629.55,0,2025-03-05 08:56:20.188125,36.36,1,198811.86,0.4,0
437db934-16a2-487b-b973-991146f03bad,329,1951.57,20600.26,1,2025-01-01 09:17:52.300003,0.37,5,193006.94,0.38,1
82d05517-9219-4389-9d35-5d392d16661d,622,3463.47,38704.73,1,2025-03-03 18:32:10.998321,4.17,2,169440.73,0.47,0
044ddcce-5e73-481e-95dc-71148a52c792,816,1346.49,43306.59,1,2025-01-11 22:14:18.709755,77.33,4,74737.07,0.36,0
d83799ce-0cb1-49b6-9872-5e228d4826e8,460,7239.11,37784.71,1,2025-03-15 05:50:25.425063,55.92,0,114396.85,0.05,1
60628f34-22cd-4416-b75e-7382ce391acc,506,3152.02,16811.76,0,2025-01-02 16:15:21.784501,91.08,1,163150.1,0.46,0
a25897fa-974c-4174-aa1c-07957aef6722,784,8573.09,15948.9,0,2025-03-16 08:23:21.358949,52.1,3,195341.62,0.21,1
3c252524-4f4a-46db-8085-815851d7e308,760,9018.16,24082.91,0,2025-01-04 17:03:51.543931,25.18,3,140820.67,0.14,1
dbf4d880-41b1-4fcd-a785-f961763573f8,400,554.01,20494.34,0,2025-01-07 05:58:53.912851,44.54,4,90555.67,0.23,0
b71eaea7-044b-47ce-a3f2-fbe0e6d9229b,661,7182.41,2077.75,1,2025-03-21 13:51:41.881388,86.39,0,54915.02,0.38,1
